imię,nazwisko,ulica,numer_domu,miasto,numer_telefonu,wiek
Natan,Deryło,Wesoła,133,Stalowa Wola,+48 726 405 854,59
Kacper,Kukier,Truskawkowa,11,Konin,780 760 043,29
Leon,Kucharzyk,Rumiankowa,108,Płock,+48 661 843 409,77
Błażej,Przekwas,Glówna,91,Mielec,+48 22 801 88 01,72
Dawid,Bączkiewicz,Krasińskiego,139,Stargard Szczeciński,+48 519 181 681,67
Maks,Ryczko,Skłodowskiej-Curie,148,Nowa Ruda,32 566 00 85,40
Maciej,Maciejko,Źródlana,84,Włocławek,32 178 97 17,57
Antoni,Pikula,Działkowa,75,Lębork,884 641 372,53
Ernest,Morawiak,Wyspiańskiego,42,Krosno,+48 22 985 06 32,56
Kazimierz,Sass,Lubelska,126,Piekary Śląskie,+48 690 815 771,37
Fabian,Herok,Morelowa,50,Starogard Gdański,+48 667 071 819,76
Konstanty,Kolarz,Sawickiej,17,Mikołów,+48 786 209 427,43
Nikodem,Koterba,Kusocińskiego,108,Czeladź,+48 570 874 680,33
Natasza,Trochim,Przemysłowa,21,Kraśnik,+48 781 648 405,25
Kamila,Kubaczyk,Długa,134,Ostrów Wielkopolski,730 764 805,37
Olga,Leks,Konstytucji 3 Maja,45,Bielawa,792 877 098,60
Dominik,Kik,Irysowa,64,Włocławek,+48 731 382 385,61
Konrad,Maciocha,Wróblewskiego,127,Katowice,695 497 335,41
Olga,Ruchała,Plażowa,48,Bartoszyce,22 267 06 43,72
Nela,Cyganik,Lubelska,53,Malbork,501 588 909,22
Witold,Patyna,Podleśna,105,Pszczyna,509 891 106,74
Grzegorz,Ruszczak,Wróblewskiego,105,Tychy,500 613 677,32
Dariusz,Michalkiewicz,Stycznia,70,Radomsko,+48 502 838 466,28
Tomasz,Wyroślak,Kolejowa,97,Bartoszyce,+48 698 282 991,60
Jan,Kurz,Klasztorna,138,Głogów,+48 22 051 02 80,20
Ewa,Jośko,Nadbrzeżna,101,Cieszyn,609 206 161,25
Oliwier,Bortkiewicz,Kazimierza Wielkiego,133,Świdnik,+48 665 694 425,74
Gaja,Klebba,Torowa,84,Żyrardów,+48 574 576 255,36
Natasza,Czubaj,Daszyńskiego,44,Włocławek,881 230 442,40
Marianna,Sporysz,Nadrzeczna,20,Lubartów,889 436 376,35
Kazimierz,Śmieja,Morcinka,38,Żyrardów,+48 725 865 387,64
Łukasz,Nyc,Listopada,84,Dębica,539 646 304,25
Bartek,Błaziak,Wałowa,154,Nowa Ruda,579 045 100,59
Apolonia,Wasążnik,Turystyczna,42,Wieluń,+48 574 411 017,31
Natan,Miąsik,Lotnicza,117,Pruszcz Gdański,+48 530 177 696,61
Albert,Fraszczyk,Szczęśliwa,116,Jastrzębie-Zdrój,+48 663 644 378,29
Michał,Oziębło,Wiejska,158,Krosno,885 239 105,51
Karol,Szymajda,Tęczowa,57,Wągrowiec,735 833 906,74
Ksawery,Buczko,Rózana,121,Łowicz,733 489 024,18
Przemysław,Zackiewicz,Młyńska,17,Czechowice-Dziedzice,+48 511 379 993,36
Krzysztof,Kajstura,Waryńskiego,139,Wejherowo,+48 794 079 057,70
Jerzy,Kopyść,Piekarska,4,Płońsk,+48 690 139 662,38
Gabriel,Wiese,Żwirki i Wigury,159,Goleniów,+48 32 303 29 73,20
Inga,Roczniak,Kwiatowa,54,Jelenia Góra,+48 22 592 54 52,41
Konstanty,Basista,Broniewskiego,135,Ostrołęka,+48 22 995 61 83,60
Ksawery,Chomik,Rataja,61,Tarnów,+48 735 662 655,34
Antoni,Mizgała,Kasprowicza,24,Kutno,724 721 001,27
Sara,Pachołek,Handlowa,9,Radom,+48 660 001 351,27
Olga,Jachimczyk,Krzywa,95,Wałbrzych,+48 727 973 526,43
Mariusz,Wojtalewicz,Jaworowa,137,Bochnia,697 589 440,31
Bruno,Oczkowicz,Sarnia,24,Starogard Gdański,516 106 116,45
Nataniel,Parkitna,Staffa,51,Malbork,+48 511 955 180,19
Marcin,Bogaczyk,Staszica,103,Grodzisk Mazowiecki,22 797 12 94,29
Jakub,Morawiak,Skrajna,138,Łowicz,+48 731 117 617,54
Olaf,Martyn,Kilińskiego,63,Łuków,+48 887 177 654,50
Hubert,Golus,Nałkowskiej,101,Rzeszów,692 050 680,29
Maks,Godyń,Akacjowa,145,Nowy Dwór Mazowiecki,881 805 023,31
Olaf,Wykręt,Wojciecha,107,Olsztyn,736 618 970,69
Nikodem,Strojna,Kreta,124,Lubin,+48 22 166 48 80,63
Juliusz,Sieja,Kowalska,6,Sopot,+48 735 301 905,45
Paweł,Loba,Mazurska,80,Lublin,+48 534 799 584,25
Patryk,Giers,Willowa,96,Skarżysko-Kamienna,699 246 445,41
Albert,Szymocha,Szkolna,34,Polkowice,728 443 659,30
Krystian,Mikusek,Pocztowa,137,Piekary Śląskie,575 643 288,71
Oliwier,Stein,Dworcowa,13,Bartoszyce,+48 511 872 193,78
Iwo,Juszczuk,Pałacowa,8,Świętochłowice,+48 660 024 949,28
Maurycy,Witaszek,Sucharskiego,3,Sochaczew,+48 510 889 977,41
Mieszko,Konrad,Warszawska,76,Gorzów Wielkopolski,601 246 737,23
Cezary,Galuba,Królewska,10,Skawina,+48 32 149 15 06,65
Fryderyk,Kubasiewicz,Podgórna,4,Głogów,606 791 487,19
Gaja,Głownia,Górna,53,Wałbrzych,579 684 653,49
Jędrzej,Bitner,Kaszubska,25,Lębork,789 989 177,25
Jerzy,Burkiewicz,Tartaczna,142,Świdnik,+48 32 652 00 17,36
Artur,Majzner,Poznańska,81,Będzin,+48 32 766 86 91,25
Hubert,Kozdroń,Błękitna,28,Gdańsk,510 519 820,75
Józef,Płodzień,Sosnowa,68,Jarocin,+48 32 691 39 86,47
Cyprian,Gomuła,Piaskowa,42,Katowice,+48 601 664 812,52
Aurelia,Marcińczyk,Szczęśliwa,12,Knurów,513 211 568,46
Urszula,Nieradzik,Widokowa,66,Leszno,783 802 232,52
Dagmara,Kopiczko,Sadowa,46,Bytom,+48 513 567 588,18
Przemysław,Rolak,Szmaragdowa,140,Iława,+48 531 322 676,61
Konstanty,Jeszka,Dworcowa,100,Kołobrzeg,796 861 240,47
Róża,Smykla,Waryńskiego,115,Częstochowa,578 563 538,49
Leonard,Wałek,Kazimierza Wielkiego,150,Jawor,693 783 661,72
Ernest,Pałyga,Nałkowskiej,146,Ełk,+48 724 673 073,53
Dominik,Szafarz,Jagiellońska,114,Szczecinek,605 404 999,41
Sandra,Widuch,Orzechowa,90,Czechowice-Dziedzice,+48 724 140 688,69
Cyprian,Borkiewicz,Stawowa,34,Białystok,731 616 548,67
Leon,Tokaj,Fabryczna,149,Dąbrowa Górnicza,576 171 274,42
Mateusz,Kmak,Tartaczna,153,Kluczbork,780 202 196,19
Eryk,Mikita,Kossaka,29,Legionowo,+48 22 264 98 23,42
Aleks,Pyda,Mazurska,78,Wejherowo,+48 576 292 043,62
Tymon,Pych,Kasztanowa,120,Sandomierz,530 668 088,49
Rozalia,Sołtan,Poznańska,60,Opole,603 059 105,75
Adrian,Jagiełka,Bolesława Krzywoustego,129,Siedlce,723 264 471,74
Ada,Wojewodzic,Kochanowskiego,54,Wieluń,22 664 47 66,26
Liwia,Marach,Borówkowa,64,Bartoszyce,+48 32 654 05 37,78
Maciej,Mikosz,Piekarska,30,Świebodzice,+48 727 248 833,45
Miłosz,Filas,Nadrzeczna,42,Suwałki,+48 516 715 211,53
Aleks,Tylus,Krucza,74,Piotrków Trybunalski,+48 785 956 931,34
Sylwia,Sajewicz,Poprzeczna,93,Jarocin,784 922 172,21
Marcin,Strama,Daleka,112,Zambrów,+48 880 285 309,27
Sylwia,Paprotny,Strumykowa,112,Ełk,+48 661 619 697,20
Łukasz,Niemczuk,Matejki,93,Kościerzyna,+48 500 602 328,66
Nicole,Wałek,Plater,69,Skierniewice,+48 736 367 593,76
Jacek,Wiciak,Piwna,92,Świecie,+48 698 721 801,34
Norbert,Indyk,Poznańska,53,Chrzanów,+48 731 614 279,31
Natan,Olbrych,Jana III Sobieskiego,25,Kołobrzeg,+48 721 425 670,23
Olga,Samul,Tuwima,127,Olsztyn,+48 697 336 169,66
Błażej,Jarmuż,Koralowa,2,Jawor,579 277 258,71
Justyna,Burchard,Irysowa,21,Ruda Śląska,574 853 310,77
Miłosz,Lipok,Okrzei,142,Ostrów Mazowiecka,793 578 854,54
Roksana,Sarosiek,Zapolskiej,9,Zawiercie,530 281 863,77
Bruno,Senger,Szewska,56,Reda,+48 32 356 37 80,72
Urszula,Włodyka,Wiklinowa,136,Wyszków,+48 508 497 456,67
Iwo,Kontny,Słowianska,83,Sosnowiec,537 611 510,53
Przemysław,Brejnak,Żytnia,99,Pabianice,608 451 573,51
Grzegorz,Karczmarz,Armii Krajowej,13,Bełchatów,32 822 30 36,55
Cyprian,Jędruszczak,Nowa,43,Śrem,+48 32 972 04 72,58
Robert,Góraj,Pułaskiego,105,Kętrzyn,+48 606 288 933,36
Fabian,Kott,Broniewskiego,24,Wałcz,+48 512 050 875,76
Wiktor,Elwart,Wrzosowa,71,Tarnów,661 660 167,18
Przemysław,Mikołajewicz,Grunwaldzka,90,Biała Podlaska,+48 726 747 447,64
Kazimierz,Morek,Urocza,37,Krosno,602 195 794,45
Stanisław,Fita,Jadwigi,100,Turek,576 540 497,53
Hubert,Kultys,Szmaragdowa,148,Ostrów Mazowiecka,+48 787 940 406,50
Marianna,Kudełka,Grzybowa,113,Wałcz,22 671 00 95,67
Natasza,Uss,Zacisze,50,Lubin,797 160 227,74
Cyprian,Knapek,Staffa,142,Stargard Szczeciński,728 536 945,44
Kacper,Zadka,Krasickiego,97,Luboń,723 872 689,40
Aniela,Szczechowicz,Cegielniana,33,Bełchatów,+48 32 761 49 91,18
Rozalia,Kadela,Konarskiego,114,Oława,881 968 391,60
Józef,Małys,Hallera,22,Wałbrzych,792 997 988,29
Krystian,Zięcik,Lipca,63,Łomża,531 884 823,74
Fabian,Stachelek,Kościelna,8,Środa Wielkopolska,+48 512 330 039,27
Kaja,Kanarek,Skargi,159,Środa Wielkopolska,+48 797 874 243,39
Albert,Kosałka,Kilińskiego,110,Starachowice,533 233 899,71
Sebastian,Kiciak,Młyńska,15,Żywiec,789 577 908,60
Antoni,Kwapisiewicz,Kolonia,151,Kwidzyn,509 624 405,49
Ignacy,Wygoda,Kolorowa,144,Żywiec,32 736 80 67,28
Gaja,Wichary,Strażacka,146,Puławy,881 175 875,20
Wiktor,Szczepaniuk,Jagiellońska,51,Jawor,726 014 223,66
Jacek,Ciuk,Jesionowa,78,Radom,+48 608 498 524,40
Leon,Wichary,Browarna,107,Opole,+48 22 690 94 53,58
Marcelina,Makosz,Żeglarska,56,Stargard Szczeciński,732 423 454,45
Tomasz,Cąkała,Handlowa,103,Oława,538 786 857,68
Dariusz,Pazik,Brzoskwiniowa,61,Chojnice,+48 737 071 676,50
Justyna,Dybaś,Majowa,22,Konin,+48 729 846 677,53
Dorota,Łokaj,Ceglana,141,Tomaszów Mazowiecki,+48 501 459 203,38
Bianka,Kuzior,Storczykowa,150,Żagań,571 506 451,19
Dariusz,Mleczak,Bolesława Krzywoustego,4,Czechowice-Dziedzice,880 829 134,69
Sonia,Halama,Tysiąclecia,154,Bielsko-Biała,+48 32 536 82 66,67
Natan,Wojtera,Żabia,27,Białystok,572 349 253,24
Jakub,Lorens,Bolesława Krzywoustego,45,Dąbrowa Górnicza,+48 739 440 045,69
Konrad,Surdyk,Jaskółcza,74,Oława,600 917 191,60
Eliza,Sołtan,Willowa,123,Bydgoszcz,532 944 889,40
Marika,Ładziak,Poznańska,153,Nysa,690 719 129,36
Mikołaj,Grubba,Porzeczkowa,153,Siemianowice Śląskie,509 959 172,64
Dawid,Trybus,Malinowa,22,Bartoszyce,721 240 434,77
Sonia,Wizner,Odrzańska,85,Sochaczew,+48 515 050 420,46
Franciszek,Saran,Sportowa,140,Ostrowiec Świętokrzyski,+48 534 294 590,27
Blanka,Schubert,Rataja,62,Inowrocław,887 801 874,57
Tymoteusz,Srokosz,Podmiejska,136,Wodzisław Śląski,+48 665 087 746,24
Urszula,Cal,Piękna,148,Mielec,22 258 95 72,30
Tymoteusz,Madajczyk,Wybickiego,44,Łomża,666 559 428,74
Malwina,Buczma,Jana Sobieskiego,30,Gliwice,885 680 505,76
Bartek,Tarasek,Rejtana,30,Dębica,+48 667 306 707,20
Olga,Dudała,Lisia,50,Wrocław,+48 22 287 51 99,21
Ewa,Zyguła,Żwirowa,21,Wrocław,+48 727 979 335,36
Franciszek,Grochowina,Opolska,78,Świdnica,533 122 495,45
Paweł,Kurnik,Grabowa,131,Skarżysko-Kamienna,+48 782 017 924,66
Łukasz,Krasa,Reymonta,148,Piła,690 615 319,21
Dariusz,Szpala,Bankowa,8,Reda,736 815 061,57
Kamil,Marach,Chopina,73,Gdynia,+48 696 123 818,46
Leonard,Ćwirko,Łanowa,135,Bydgoszcz,660 653 244,75
Sandra,Skutnik,Moniuszki,158,Ostróda,+48 666 895 278,43
Fryderyk,Jeżyk,Lwowska,51,Wyszków,22 587 74 00,43
Konrad,Gogol,Jarzębinowa,60,Lubliniec,+48 602 805 407,19
Sara,Pudełek,Glówna,155,Płock,797 826 070,38
Paweł,Łuckiewicz,Towarowa,27,Olsztyn,+48 692 276 563,42
Kalina,Pierzak,Bolesława Krzywoustego,106,Siemianowice Śląskie,885 035 240,76
Aniela,Sztuczka,Kruczkowskiego,43,Jasło,32 676 22 25,50
Olga,Dziduch,Hallera,120,Bochnia,787 503 652,20
Ryszard,Dzienisz,Porzeczkowa,130,Jelenia Góra,+48 662 163 741,62
Melania,Podkowa,Ptasia,4,Świebodzice,+48 22 553 46 64,23
Piotr,Kocurek,Jesionowa,30,Marki,32 625 37 33,24
Marcin,Figat,Bydgoska,36,Leszno,+48 532 283 504,31
Karina,Biesek,Powstańców Wielkopolskich,127,Gdynia,516 494 952,57
Aurelia,Dytko,Robotnicza,80,Turek,887 766 448,75
Borys,Markiel,Niepodległości,44,Katowice,+48 600 831 240,69
Julian,Łukowicz,Handlowa,61,Grodzisk Mazowiecki,+48 666 125 533,29
Hubert,Waluk,Lipowa,119,Środa Wielkopolska,731 678 860,43
Alan,Drobik,Szymanowskiego,20,Czeladź,666 152 508,70
Wiktor,Sygut,Chabrowa,21,Gorlice,531 609 996,48
Daniel,Delikat,Wieniawskiego,39,Wołomin,+48 576 348 607,21
Mariusz,Zyguła,Wieniawskiego,148,Kłodzko,668 728 532,48
Damian,Pracz,Bankowa,64,Żary,+48 22 453 29 17,74
Szymon,Blank,Wojciecha,32,Kluczbork,789 670 966,69
Monika,Biernacik,Mokra,63,Otwock,22 717 62 58,71
Bianka,Neska,Dębowa,57,Lubliniec,883 588 811,57
Ernest,Kapera,Głowackiego,26,Lubartów,+48 665 165 177,26
Paweł,Semenowicz,Nadrzeczna,142,Kutno,509 454 647,53
Marek,Olszyna,Łączna,148,Zduńska Wola,+48 578 764 149,67
Ksawery,Posmyk,Hallera,38,Wyszków,+48 695 947 460,18
Ida,Pastucha,Północna,151,Nowy Dwór Mazowiecki,698 545 521,44
Tobiasz,Łabuś,Pogodna,144,Szczecin,698 472 014,70
Ida,Procek,Zwycięstwa,2,Śrem,660 928 570,22
Kamila,Działak,Glówna,31,Chełm,664 056 285,55
Mieszko,Gabryszak,Kolonia,32,Gniezno,+48 735 107 999,67
Jędrzej,Hołubowicz,Władysława Jagiełły,69,Świętochłowice,+48 607 053 256,45
Jacek,Kuzia,Akacjowa,33,Otwock,32 180 52 88,45
Lidia,Pleskot,Waryńskiego,30,Starogard Gdański,738 680 983,18
Krzysztof,Gruza,Słowackiego,13,Żary,531 905 232,69
Borys,Rajman,Popiełuszki,156,Pruszcz Gdański,530 293 918,54
Wojciech,Gładka,Browarna,33,Tarnobrzeg,+48 721 810 371,40
Natasza,Cudzich,Piaskowa,93,Skierniewice,+48 22 214 71 91,45
Natan,Sporek,Asnyka,147,Tarnobrzeg,+48 574 349 015,75
Leonard,Zdancewicz,Stroma,21,Biała Podlaska,+48 696 802 710,40
Olga,Melcer,Chmielna,146,Żywiec,22 349 36 49,26
Inga,Szok,Południowa,49,Wałcz,+48 577 637 422,45
Juliusz,Ochota,Asnyka,81,Brodnica,32 764 24 27,55
Damian,Heinrich,Kalinowa,150,Kościan,606 259 805,31
Fabian,Kręcisz,Targowa,127,Zduńska Wola,+48 889 690 200,30
Tomasz,Gosik,Konwaliowa,58,Świętochłowice,606 347 086,74
Elżbieta,Łuksza,Skargi,119,Piła,+48 538 897 523,39
Cyprian,Wnuczek,Ptasia,125,Stargard Szczeciński,+48 784 641 481,39
Oskar,Puła,Zakątek,79,Marki,+48 510 655 168,26
Andrzej,Łasak,Turkusowa,119,Polkowice,+48 512 570 344,27
Wojciech,Sadoch,Księżycowa,59,Głogów,+48 782 339 556,53
Krzysztof,Ciuba,Wczasowa,23,Swarzędz,+48 570 260 857,59
Radosław,Prokurat,Staffa,114,Bolesławiec,+48 882 209 911,39
Emil,Majorek,Kasztanowa,111,Ruda Śląska,+48 32 796 34 82,19
Bartek,Plebanek,Miłosza,51,Ostrów Mazowiecka,32 335 00 73,21
Nicole,Szeja,Kossaka,154,Pruszcz Gdański,517 789 610,45
Stefan,Brojek,Żwirowa,128,Grodzisk Mazowiecki,+48 22 512 43 23,19
Fryderyk,Krysik,Głogowa,53,Głogów,+48 32 843 55 88,47
Sebastian,Wnuczek,Wypoczynkowa,39,Kętrzyn,+48 736 257 149,37
Janina,Zawiasa,Zdrojowa,78,Nowy Targ,+48 32 378 07 07,19
Natan,Mieszała,Kazimierza Wielkiego,50,Radomsko,785 992 971,34
Tola,Groń,Batalionów Chłopskich,16,Katowice,577 007 573,18
Rozalia,Hejduk,Brzoskwiniowa,27,Zduńska Wola,+48 22 114 62 54,39
Roksana,Wowra,Willowa,41,Wieluń,+48 880 089 367,66
Nataniel,Jakóbiak,Turystyczna,80,Jastrzębie-Zdrój,790 895 512,77
Urszula,Początek,Norwida,159,Sochaczew,+48 508 842 976,32
Paweł,Indyk,Kamienna,55,Szczecinek,+48 32 302 69 14,74
Artur,Taczała,Cisowa,126,Nowy Sącz,+48 32 212 62 92,59
Konstanty,Sajda,Czarnieckiego,76,Suwałki,579 874 058,62
Stefan,Szumacher,Kreta,128,Kutno,+48 531 802 689,57
Mateusz,Milej,Nadrzeczna,31,Lublin,+48 880 177 993,29
Piotr,Bociek,Jana III Sobieskiego,138,Ząbki,+48 729 562 081,43
Sebastian,Ciak,Mostowa,3,Luboń,600 102 172,66
Emil,Gmurczyk,Witosa,154,Czerwionka-Leszczyny,+48 882 669 883,72
Gustaw,Szyc,Ogrodowa,135,Zielona Góra,+48 574 194 853,30
Kaja,Kapałka,Mickiewicza,135,Skarżysko-Kamienna,666 452 945,78
Bruno,Dudzicz,Norwida,59,Świnoujście,609 892 098,65
Bartek,Piechura,Hallera,1,Jaworzno,+48 792 747 256,60
Leon,Kurcz,Rózana,107,Skawina,+48 732 513 433,66
Nicole,Krokosz,Kossaka,136,Turek,+48 723 244 306,51
Błażej,Kafel,Zachodnia,57,Bartoszyce,695 253 125,33
Maurycy,Gamrat,Rubinowa,2,Gdańsk,+48 535 132 861,37
Cezary,Gasz,Powstańców Śląskich,82,Ostróda,507 002 394,66
Borys,Tomzik,Krokusowa,126,Tczew,22 542 94 62,31
Kornelia,Hornik,Jana III Sobieskiego,2,Myszków,+48 32 936 03 23,68
Melania,Tołoczko,Wojciecha,136,Nysa,+48 725 960 079,80
Elżbieta,Kucz,Swierkowa,100,Sieradz,601 654 746,29
Miłosz,Bazylewicz,Brzechwy,56,Dąbrowa Górnicza,782 287 978,69
Bartek,Zapaśnik,Jasna,95,Suwałki,517 355 139,20
Jerzy,Lukas,Grunwaldzka,102,Żary,697 149 526,39
Jeremi,Flieger,Liliowa,13,Koło,32 231 41 29,80
Inga,Behrendt,Niepodległości,37,Mysłowice,534 960 469,74
Marek,Pinda,Młyńska,89,Legnica,+48 691 522 825,56
Eryk,Szulist,Sawickiej,11,Stalowa Wola,667 821 740,58
Olaf,Bilewicz,Letniskowa,25,Luboń,+48 517 406 648,80
Gustaw,Bulanda,Robotnicza,4,Poznań,600 217 436,48
Blanka,Kurzac,Broniewskiego,58,Grodzisk Mazowiecki,+48 793 840 889,49
Tymon,Ziemak,Kościelna,158,Giżycko,+48 22 439 02 23,71
Monika,Klus,Wysoka,148,Dębica,+48 783 290 616,73
Kalina,Kopała,Okulickiego,62,Łuków,+48 32 218 08 19,19
Róża,Ficoń,Matejki,24,Świecie,22 896 69 74,55
Jan,Ogonek,Tysiąclecia,26,Żyrardów,880 975 119,47
Adam,Bicz,Reymonta,9,Jawor,783 402 001,22
Wiktor,Zaguła,Miodowa,149,Marki,736 653 551,41
Kamila,Damian,Kossaka,15,Łódź,793 215 341,74
Malwina,Lenarcik,Borówkowa,53,Kwidzyn,735 176 243,72
Olaf,Kalarus,Wilcza,105,Ostróda,780 536 937,26
Roksana,Stempel,Daszyńskiego,44,Bochnia,792 415 861,38
Anastazja,Latoszek,Zbożowa,24,Zamość,+48 721 246 821,70
Tadeusz,Szwaj,Rzeczna,18,Jaworzno,32 150 74 92,32
Fryderyk,Broś,Jagiellońska,134,Wodzisław Śląski,738 332 271,77
Adrianna,Bryndza,Piastowska,37,Gniezno,885 849 434,34
Aleks,Janiuk,Sarnia,21,Tychy,601 256 362,33
Olga,Wicha,Moniuszki,48,Puławy,22 245 23 51,21
Marika,Wijata,Partyzantów,72,Bielsko-Biała,+48 737 007 245,60
Antoni,Kurzyna,Grabowa,74,Legnica,732 773 608,22
Marcelina,Honkisz,Jana Pawła II,3,Zamość,+48 783 833 104,22
Szymon,Janka,Kasztanowa,149,Jarosław,696 340 358,75
Mateusz,Pietrusiak,Jałowcowa,90,Białystok,+48 665 715 623,79
Malwina,Wiese,Nałkowskiej,3,Gorlice,511 324 690,29
Krystian,Ruszczak,Górska,128,Chorzów,790 746 062,73
Krystyna,Dacko,Willowa,143,Włocławek,725 766 678,61
Gabriel,Sobiło,Bydgoska,8,Tarnów,+48 32 972 10 99,22
Paweł,Mikołajewicz,Rolnicza,3,Białystok,693 435 148,54
Anna Maria,Wieja,Kossaka,159,Środa Wielkopolska,+48 513 540 975,73
Tomasz,Sip,Borowa,11,Leszno,575 668 720,80
Nicole,Pela,Stefana Batorego,79,Świebodzice,+48 728 232 267,52
Ryszard,Betka,Jaśminowa,87,Szczecin,22 897 42 49,21
Tadeusz,Wojczuk,Cedrowa,124,Ostróda,537 635 542,54
Eliza,Wiencek,Rejtana,132,Bielsko-Biała,22 276 10 68,51
Kaja,Wasilewicz,Moniuszki,23,Łódź,729 422 258,55
Mikołaj,Bukowiec,Spokojna,99,Zduńska Wola,+48 514 388 934,29
Sara,Pazdan,Głowackiego,116,Ząbki,+48 886 475 853,37
Marcel,Linda,Gdańska,38,Jelenia Góra,690 614 246,57
Krystian,Pietrusiewicz,Reymonta,135,Rumia,886 198 434,40
Krzysztof,Grabczak,Mazurska,51,Elbląg,+48 885 432 695,21
Antoni,Domino,Mickiewicza,14,Mikołów,22 236 48 67,37
Elżbieta,Rubaj,Wypoczynkowa,135,Jawor,+48 507 214 650,27
Olga,Gilewicz,Częstochowska,5,Piastów,+48 605 398 988,67
Cyprian,Wolan,Kościuszki,111,Piotrków Trybunalski,+48 723 591 842,52
Ewelina,Rembacz,Jabłoniowa,76,Ruda Śląska,+48 662 458 143,65
Ernest,Szymocha,Rycerska,119,Płońsk,+48 790 276 889,19
Przemysław,Płoskonka,Agrestowa,155,Warszawa,+48 889 027 659,57
Eryk,Domka,Nowa,136,Bielawa,537 037 316,37
Ada,Częścik,Cisowa,132,Lublin,886 084 911,74
Olga,Domka,Długa,121,Ostrów Mazowiecka,788 909 595,76
Karina,Kuzia,Dolna,34,Knurów,796 306 912,19
Adam,Kośnik,Jana III Sobieskiego,124,Płock,+48 602 905 882,57
Mariusz,Roj,Opolska,20,Kętrzyn,+48 22 334 73 64,64
Wiktor,Heczko,Kilińskiego,104,Olkusz,692 699 179,46
Kacper,Osojca,Plater,98,Kluczbork,886 488 988,56
Alex,Lewek,Liliowa,66,Grodzisk Mazowiecki,796 361 235,66
Tobiasz,Beker,Floriana,12,Mysłowice,+48 797 537 597,78
Adrianna,Koman,Dobra,56,Białogard,+48 22 740 89 95,41
Stefan,Siara,Wyzwolenia,39,Brzeg,537 689 011,42
Eliza,Janczura,Wodna,146,Łomża,+48 690 358 316,58
Norbert,Gospodarek,Szarych Szeregów,70,Nowy Sącz,+48 792 290 263,39
Franciszek,Żugaj,Staffa,25,Oleśnica,+48 791 185 116,21
Alan,Nehring,Chopina,126,Bełchatów,+48 22 368 78 09,46
Damian,Wiza,Prosta,122,Racibórz,+48 508 853 421,19
Jan,Barej,Plażowa,63,Zawiercie,572 923 783,58
Jeremi,Pacocha,Bursztynowa,121,Tarnobrzeg,+48 32 984 27 88,72
Tadeusz,Kocoł,Jesienna,114,Olsztyn,+48 699 105 576,49
Ida,Aleksiejuk,Mickiewicza,145,Reda,533 776 213,48
Jędrzej,Koss,Kochanowskiego,5,Elbląg,665 505 966,20
Sandra,Lorens,Rybacka,7,Tczew,+48 793 014 434,33
Gaja,Działa,Łabędzia,93,Świecie,697 027 307,64
Witold,Szrama,Orla,95,Warszawa,784 147 181,65
Nikodem,Budych,Częstochowska,92,Piekary Śląskie,729 270 442,59
Dominik,Wołk,Jagiellońska,84,Świecie,887 963 387,30
Andrzej,Kuziora,Kolorowa,17,Racibórz,533 799 852,20
Krystyna,Samson,Księżycowa,57,Jawor,602 178 968,64
Stefan,Smoter,Floriana,83,Koło,660 435 743,30
Janina,Flieger,Żytnia,85,Łódź,664 931 743,44
Emil,Mila,Zielna,127,Wejherowo,32 687 86 63,21
Iwo,Pilich,Świerczewskiego,92,Wągrowiec,734 719 546,66
Emil,Trepka,Klasztorna,81,Goleniów,+48 512 776 370,65
Monika,Drabczyk,Częstochowska,17,Brzeg,+48 732 443 907,42
Tymon,Głowiak,Andersa,117,Pszczyna,728 528 508,64
Cyprian,Rohde,Borówkowa,71,Nowy Sącz,+48 532 243 827,61
Rozalia,Ryndak,Wysoka,68,Konin,22 557 44 07,29
Nataniel,Trznadel,Powstańców Śląskich,81,Zduńska Wola,+48 577 487 111,65
Oliwier,Podsiadła,Maja,49,Gniezno,+48 22 320 68 72,35
Sebastian,Klaus,Cegielniana,125,Siedlce,+48 574 717 827,35
Ida,Niemira,Średnia,157,Wołomin,+48 782 762 535,43
Kaja,Delikat,Kruczkowskiego,39,Koło,889 585 513,45
Olgierd,Block,Maczka,32,Czeladź,32 508 21 39,33
Mariusz,Stypuła,Władysława Łokietka,21,Goleniów,+48 791 687 462,52
Maurycy,Basak,Cedrowa,142,Zduńska Wola,+48 22 426 51 19,79
Gustaw,Dzikiewicz,Cegielniana,10,Tychy,+48 22 569 91 72,46
Kalina,Świerkot,Ogrodowa,112,Tczew,737 385 546,44
Karol,Kozdroń,Pułaskiego,141,Tczew,882 831 435,41
Szymon,Zbrożek,Jagodowa,78,Bielsk Podlaski,+48 888 636 023,47
Ksawery,Zyga,Piękna,69,Tarnowskie Góry,729 184 704,49
Ignacy,Pakosz,Torowa,7,Leszno,727 935 984,64
Marika,Ochnio,Powstańców Wielkopolskich,115,Wałbrzych,22 280 05 83,49
Leonard,Ośko,Starowiejska,24,Czerwionka-Leszczyny,+48 726 302 022,79
Aurelia,Sobieszczyk,Porzeczkowa,156,Ostrołęka,+48 882 026 786,50
Krystian,Malcher,Opolska,138,Nowa Sól,889 264 155,20
Fryderyk,Sobiło,Wiejska,108,Swarzędz,+48 538 067 373,57
Paweł,Siergiej,Wrocławska,63,Myszków,780 678 204,61
Agnieszka,Moryc,Ceglana,143,Płońsk,785 994 886,33
